start_date,end_date,finished,condition,subject,gender,age,mood_pre,mood_post,STAI_pre_1_1,STAI_pre_1_2,STAI_pre_1_3,STAI_pre_1_4,STAI_pre_1_5,STAI_pre_1_6,STAI_pre_1_7,STAI_pre_2_1,STAI_pre_2_2,STAI_pre_2_3,STAI_pre_2_4,STAI_pre_2_5,STAI_pre_2_6,STAI_pre_2_7,STAI_pre_3_1,STAI_pre_3_2,STAI_pre_3_3,STAI_pre_3_4,STAI_pre_3_5,STAI_pre_3_6,STAI_post_1_1,STAI_post_1_2,STAI_post_1_3,STAI_post_1_4,STAI_post_1_5,STAI_post_1_6,STAI_post_1_7,STAI_post_2_1,STAI_post_2_2,STAI_post_2_3,STAI_post_2_4,STAI_post_2_5,STAI_post_2_6,STAI_post_2_7,STAI_post_3_1,STAI_post_3_2,STAI_post_3_3,STAI_post_3_4,STAI_post_3_5,STAI_post_3_6,moral_dilemma_dog,moral_dilemma_wallet,moral_dilemma_plane,moral_dilemma_resume,moral_dilemma_kitten,moral_dilemma_trolley,moral_dilemma_control,presentation_experience,presentation_unpleasant,presentation_fun,presentation_challenge,PBC_1,PBC_2,PBC_3,PBC_4,PBC_5,REI_1,REI_2,REI_3,REI_4,REI_5,REI_6,REI_7,REI_8,REI_9,REI_10,REI_11,REI_12,REI_13,REI_14,REI_15,REI_16,REI_17,REI_18,REI_19,REI_20,REI_21,REI_22,REI_23,REI_24,REI_25,REI_26,REI_27,REI_28,REI_29,REI_30,REI_31,REI_32,REI_33,REI_34,REI_35,REI_36,REI_37,REI_38,REI_39,REI_40,MAIA_1_1,MAIA_1_2,MAIA_1_3,MAIA_1_4,MAIA_1_5,MAIA_1_6,MAIA_1_7,MAIA_1_8,MAIA_1_9,MAIA_1_10,MAIA_1_11,MAIA_1_12,MAIA_1_13,MAIA_1_14,MAIA_1_15,MAIA_1_16,MAIA_2_1,MAIA_2_2,MAIA_2_3,MAIA_2_4,MAIA_2_5,MAIA_2_6,MAIA_2_7,MAIA_2_8,MAIA_2_9,MAIA_2_10,MAIA_2_11,MAIA_2_12,MAIA_2_13,MAIA_2_14,MAIA_2_15,MAIA_2_16,STAI_pre,STAI_post,MAIA_noticing,MAIA_not_distracting,MAIA_not_worrying,MAIA_attention_regulation,MAIA_emotional_awareness,MAIA_self_regulation,MAIA_body_listening,MAIA_trusting,PBC,REI_rational_ability,REI_rational_engagement,REI_experiental_ability,REI_experiental_engagement,moral_judgment,moral_judgment_disgust,moral_judgment_non_disgust,presentation_evaluation,logbook,exclude
11/4/2014,11/4/2014,1,stress,54,female,18,44,79,3,1,2,1,3,2,1,2,1,2,2,2,2,1,3,2,1,1,4,3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,8,9,8,7,8,2,8,2,97,8,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142857142857140,8,6,3,NA,0
11/4/2014,11/4/2014,1,stress,63,female,20,49,26,2,2,2,2,3,1,1,4,1,4,3,2,2,3,3,3,2,1,3,3,4,3,3,3,3,3,2,4,1,4,4,3,3,3,4,3,2,3,3,3,8,4,9,7,9,7,5,2,91,29,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8.666666666666670,6,3,NA,0
11/4/2014,11/4/2014,1,control,64,female,18,76,NA,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,8,8,8,4,7,NA,NA,NA,NA,1,3,1,3,1,3,4,4,3,5,4,3,4,3,4,4,3,2,4,4,3,5,4,2,4,4,3,4,4,4,2,5,4,4,5,4,3,4,3,4,3,4,4,2,4,1,4,2,0,3,2,1,5,6,4,3,3,4,3,2,1,1,2,0,3,4,4,1,2,1,0,0,0,0,1,1,1,26,NA,7,6,15,17,13,4,0,3,9,38,38,36,34,6.571428571428570,6,7,NA,NA,0
11/4/2014,11/4/2014,1,stress,61,female,27,50,64,2,1,1,2,3,1,1,4,1,3,3,1,1,2,2,3,2,1,3,3,2,1,1,2,3,1,1,4,1,3,2,1,1,2,2,3,1,1,3,3,9,8,9,5,9,5,2,1,98,1,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.714285714285710,9,6,4,NA,0
11/4/2014,11/4/2014,1,control,65,female,19,30,NA,3,3,2,2,4,1,2,3,2,3,4,2,2,1,3,3,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,4,9,8,4,2,NA,NA,NA,NA,4,4,4,3,2,4,3,3,2,4,1,3,4,4,4,3,3,2,3,2,4,3,3,2,3,3,3,4,2,3,2,4,3,3,4,4,3,3,3,3,3,4,3,3,3,4,4,4,3,4,4,1,4,3,2,1,1,3,2,2,3,3,3,4,4,4,4,4,5,2,1,1,1,2,4,3,3,49,NA,15,9,9,15,19,12,4,10,17,31,30,33,29,6.142857142857140,7,6.666666666666670,NA,NA,0
11/4/2014,11/4/2014,1,control,69,female,18,64,NA,3,2,2,2,2,1,2,3,2,2,3,2,2,3,3,3,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,8,7,6,3,2,NA,NA,NA,NA,4,3,3,4,4,4,3,2,4,3,4,3,4,3,4,4,4,4,3,3,4,4,2,2,3,4,3,4,2,2,2,2,3,4,3,4,2,4,3,2,3,4,3,2,3,1,4,2,3,4,5,4,3,2,1,4,4,3,1,3,1,3,2,4,4,3,4,2,2,3,2,3,3,4,4,4,4,49,NA,10,13,6,19,17,9,10,12,18,33,28,31,34,5.714285714285710,7.333333333333330,5.333333333333330,NA,NA,0
11/4/2014,11/4/2014,1,stress,68,female,18,44,66,3,3,3,3,3,1,1,3,1,3,3,2,2,1,3,3,1,1,3,2,1,2,1,2,3,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,9,8,5,8,4,5,2,8,89,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.857142857142860,6,6,4,NA,0
11/4/2014,11/4/2014,1,control,70,female,20,54,NA,1,3,1,1,3,1,1,3,1,3,2,1,1,2,2,3,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,4,8,2,7,NA,NA,NA,NA,4,4,3,4,5,5,4,4,5,5,3,5,4,4,3,5,4,4,4,5,4,4,4,3,2,5,2,4,2,4,2,5,4,5,5,4,4,3,3,4,3,5,5,4,4,3,3,3,4,4,2,1,3,3,2,4,4,4,4,4,4,4,4,4,3,4,3,4,4,2,4,2,1,1,4,4,3,36,NA,13,7,8,28,18,14,4,11,20,46,41,33,38,5.714285714285710,7,4,NA,NA,0
11/4/2014,11/4/2014,1,stress,66,female,20,77,22,2,2,1,2,2,1,1,3,1,2,2,1,1,2,2,2,1,1,2,2,4,2,2,3,2,4,1,3,1,2,3,1,1,1,2,3,1,2,2,2,9,8,8,8,9,6,5,2,16,15,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.571428571428570,8.666666666666670,7.333333333333330,3,thought the presentation instructions were fake,0
11/4/2014,11/4/2014,1,control,71,female,18,75,NA,2,1,1,2,2,1,2,3,1,2,2,2,2,1,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,7,8,8,2,8,NA,NA,NA,NA,4,4,2,4,1,4,3,3,5,4,4,3,4,4,4,5,5,2,3,3,4,3,5,2,2,4,2,4,5,4,4,4,3,4,3,4,1,4,4,3,3,3,4,2,3,3,5,2,4,4,3,4,4,5,3,3,3,4,2,1,2,3,4,4,3,4,4,1,2,3,1,2,1,3,4,4,4,34,NA,14,11,12,18,19,7,6,12,15,33,41,33,33,6.857142857142860,8,5.333333333333330,NA,NA,0
11/4/2014,11/4/2014,1,stress,73,female,19,25,72,4,3,3,3,4,2,3,3,3,3,4,3,3,2,4,3,2,2,4,4,2,2,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,6,9,5,9,9,5,6,2,80,26,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6.666666666666670,7.666666666666670,4,NA,0
11/4/2014,11/4/2014,1,control,67,female,20,83,NA,2,2,1,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,9,8,7,3,5,NA,NA,NA,NA,5,5,2,5,4,4,5,4,2,4,3,2,4,4,2,4,3,3,5,4,4,3,5,2,3,3,5,5,2,4,5,4,5,3,3,5,4,2,3,5,4,5,3,2,2,4,5,3,4,5,2,3,3,1,1,1,1,2,3,2,4,4,4,4,5,4,5,2,2,4,4,5,4,4,5,5,3,32,NA,16,10,5,17,22,12,13,13,21,36,30,44,34,6.142857142857140,6.333333333333330,6.333333333333330,NA,NA,0
11/4/2014,11/4/2014,1,stress,72,female,18,60,100,2,2,1,1,2,1,1,3,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,8,7,8,8,8,2,8,2,0,87,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,5.666666666666670,5,NA,0
11/4/2014,11/4/2014,1,stress,75,male,18,42,72,4,4,3,3,4,2,2,4,2,2,4,4,4,2,4,4,3,3,4,4,2,2,2,2,2,1,1,2,1,1,2,2,2,2,3,2,2,2,2,2,9,9,7,9,9,4,4,2,81,86,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.285714285714290,8.333333333333330,7.333333333333330,3,NA,0
11/4/2014,11/4/2014,1,stress,75,male,18,42,72,4,4,3,3,4,2,2,4,2,2,4,4,4,2,4,4,3,3,4,4,2,2,2,2,2,1,1,2,1,1,2,2,2,2,3,2,2,2,2,2,9,9,7,9,9,4,4,2,81,86,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.285714285714290,8.333333333333330,7.333333333333330,3,NA,0
11/4/2014,11/4/2014,1,control,74,female,23,94,NA,1,1,1,1,2,1,1,3,1,3,2,1,1,1,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,9,4,4,1,9,NA,NA,NA,NA,3,2,3,4,5,5,3,3,4,5,2,4,3,3,3,5,2,4,3,3,5,4,5,4,5,5,3,4,2,2,2,4,3,4,3,3,3,2,4,4,3,5,3,3,4,3,4,3,4,3,2,3,4,6,2,4,4,3,3,3,3,3,2,4,5,5,5,4,4,4,4,3,3,3,5,5,4,30,NA,14,8,12,23,21,16,9,14,17,42,34,33,32,6.142857142857140,7,4.333333333333330,NA,NA,0
11/4/2014,11/4/2014,1,stress,76,female,19,65,56,3,2,2,1,3,1,1,3,1,3,3,2,1,1,3,3,1,1,3,3,4,3,3,3,3,1,1,3,1,3,3,2,2,2,4,2,1,1,3,3,8,5,7,7,8,6,9,2,88,6,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142857142857140,7.666666666666670,6,4,NA,0
11/4/2014,11/4/2014,1,control,77,male,21,77,NA,2,1,3,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,3,4,9,2,8,NA,NA,NA,NA,4,4,4,4,4,4,4,4,5,4,4,4,3,4,3,5,4,3,4,4,3,4,4,3,3,5,4,4,2,3,2,2,5,3,4,4,4,3,4,4,3,4,5,3,4,2,4,3,4,3,3,2,5,4,3,2,3,4,3,3,3,3,4,4,3,4,4,3,4,4,3,3,3,4,4,4,4,28,NA,13,8,12,21,19,14,10,12,20,42,36,37,33,6.285714285714290,7,5,NA,NA,0
11/4/2014,11/4/2014,1,stress,78,male,23,85,91,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,9,2,9,9,7,2,9,2,0,91,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.714285714285710,8.333333333333330,4.333333333333330,3,NA,0
11/5/2014,11/5/2014,1,stress,81,female,17,27,11,2,3,3,3,3,3,3,4,1,3,3,2,2,2,3,4,2,1,4,4,4,3,2,3,4,2,3,4,1,4,3,3,3,2,4,4,2,1,4,4,7,8,9,6,9,5,3,2,100,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.714285714285710,8.333333333333330,6.333333333333330,2,NA,0
11/5/2014,11/5/2014,1,control,79,female,18,47,NA,3,2,2,2,3,2,3,3,1,3,3,1,1,1,3,3,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,6,7,8,4,4,NA,NA,NA,NA,4,2,3,2,4,3,3,2,3,2,3,4,4,3,2,3,4,3,4,2,4,2,4,2,4,3,4,2,4,4,3,4,4,4,3,3,2,2,3,4,2,4,2,4,3,2,3,2,2,4,5,4,3,2,1,2,2,3,2,2,2,1,2,2,3,2,3,1,1,1,1,1,1,2,3,2,2,45,NA,9,13,6,14,12,4,4,7,15,25,36,32,32,6.428571428571430,7,6.666666666666670,NA,NA,0
11/5/2014,11/5/2014,1,stress,80,female,19,47,56,3,2,2,2,3,1,1,3,1,3,3,2,2,1,3,2,2,1,3,3,2,2,2,2,2,1,1,2,1,2,2,1,1,1,2,3,2,1,2,2,7,5,4,7,6,2,7,2,45,46,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.428571428571430,5.666666666666670,4.666666666666670,4,NA,0
11/5/2014,11/5/2014,1,control,82,female,19,49,NA,2,2,2,2,3,1,1,4,1,3,4,2,2,1,4,3,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,7,7,8,4,8,NA,NA,NA,NA,4,2,2,4,4,4,3,4,3,4,4,4,3,3,3,4,3,3,3,4,3,4,4,3,3,2,2,4,2,2,2,3,4,4,4,3,3,3,4,4,2,3,3,4,4,3,4,4,2,3,3,2,5,5,4,4,2,3,2,3,3,3,4,1,4,4,4,3,2,4,2,2,2,2,3,3,3,46,NA,13,8,14,20,17,11,6,9,16,34,33,31,33,7.142857142857140,7.666666666666670,6.333333333333330,NA,NA,0
11/5/2014,11/5/2014,1,stress,84,female,19,21,48,4,3,3,2,3,3,3,3,2,4,3,3,3,2,3,3,2,2,3,3,2,1,2,1,3,2,1,3,1,2,3,2,2,1,3,3,1,1,2,2,5,9,4,5,7,3,4,2,67,67,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.285714285714290,5.333333333333330,5.666666666666670,3,NA,0
11/5/2014,11/5/2014,1,control,85,male,18,54,NA,2,2,2,4,3,4,2,2,2,3,2,4,4,2,2,2,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,9,5,9,2,7,NA,NA,NA,NA,5,5,4,4,2,5,4,4,4,5,2,4,5,4,4,5,3,5,4,5,NA,5,4,4,3,5,2,5,3,4,4,5,5,4,5,5,3,4,4,4,3,5,5,4,4,4,4,2,3,4,5,2,4,4,1,1,2,4,3,4,5,2,4,3,4,4,5,5,4,3,4,2,1,2,4,4,4,53,NA,13,11,9,21,20,16,5,12,20,47,40,40,NA,7,9,5,NA,NA,0
11/5/2014,11/5/2014,1,stress,86,female,23,81,62,1,2,2,2,3,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,3,2,2,2,2,2,3,1,3,2,1,1,1,2,3,2,2,2,3,8,8,7,9,9,7,8,2,55,53,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,4,did not expect to actually give a presentation,0
11/5/2014,11/5/2014,1,control,83,male,22,50,NA,3,2,3,3,3,2,1,3,1,3,3,2,2,1,4,3,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,9,5,9,2,5,NA,NA,NA,NA,2,5,3,3,3,4,4,3,4,4,3,4,4,3,3,4,5,4,4,2,5,2,NA,3,3,4,3,5,5,3,1,5,3,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,4,2,4,3,6,5,4,1,4,5,4,3,2,4,3,4,4,3,4,3,4,3,2,3,1,3,4,4,4,50,NA,15,9,15,23,18,12,7,12,16,33,NA,33,39,6,9,3.3333333333333300,NA,NA,0
11/5/2014,11/5/2014,1,control,89,female,18,45,NA,3,3,3,3,3,2,3,3,2,3,3,1,2,1,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,3,9,9,5,6,NA,NA,NA,NA,5,5,1,3,4,4,3,3,5,5,3,4,3,3,3,3,NA,2,4,4,3,2,4,2,4,4,2,3,2,4,4,4,4,3,4,4,1,4,4,4,2,5,4,1,5,4,4,4,4,6,2,2,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,48,NA,16,10,7,28,20,14,12,12,18,34,NA,34,28,6.571428571428570,6,7.333333333333330,NA,NA,0
11/5/2014,11/5/2014,1,stress,88,female,18,77,83,2,3,2,4,2,3,4,4,2,2,3,1,2,1,3,3,3,3,3,3,3,3,2,1,2,3,2,1,3,2,3,3,3,2,3,2,2,3,2,2,9,9,9,9,9,1,9,2,5,76,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.857142857142860,9,6.333333333333330,4,did not expect to actually give a presentation,0
11/5/2014,11/5/2014,1,control,87,female,19,79,NA,3,1,2,2,2,1,1,2,1,2,2,2,1,1,3,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,7,6,8,3,4,NA,NA,NA,NA,2,3,3,4,4,4,4,4,3,4,4,3,4,3,5,3,4,3,5,3,4,3,3,2,4,4,4,5,1,2,3,4,4,4,2,4,2,4,3,4,3,4,3,4,2,3,4,2,3,2,3,2,4,4,4,2,2,2,2,3,2,2,3,3,4,4,4,3,2,2,2,3,2,4,4,4,4,36,NA,12,7,12,15,18,9,9,12,16,32,27,40,39,6.142857142857140,8,5,NA,NA,0
11/5/2014,11/5/2014,1,stress,92,female,20,75,82,2,2,2,1,2,1,4,3,2,2,2,1,1,4,3,3,3,3,3,3,2,2,2,1,2,1,4,3,1,3,2,1,1,4,3,3,3,3,3,2,1,9,7,6,8,5,5,2,18,86,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.857142857142860,5.333333333333330,6.666666666666670,5,"prepared the presentation, but also thought it might be a joke",0
