start_date,end_date,finished,condition,subject,gender,age,mood_pre,mood_post,STAI_pre_1_1,STAI_pre_1_2,STAI_pre_1_3,STAI_pre_1_4,STAI_pre_1_5,STAI_pre_1_6,STAI_pre_1_7,STAI_pre_2_1,STAI_pre_2_2,STAI_pre_2_3,STAI_pre_2_4,STAI_pre_2_5,STAI_pre_2_6,STAI_pre_2_7,STAI_pre_3_1,STAI_pre_3_2,STAI_pre_3_3,STAI_pre_3_4,STAI_pre_3_5,STAI_pre_3_6,STAI_post_1_1,STAI_post_1_2,STAI_post_1_3,STAI_post_1_4,STAI_post_1_5,STAI_post_1_6,STAI_post_1_7,STAI_post_2_1,STAI_post_2_2,STAI_post_2_3,STAI_post_2_4,STAI_post_2_5,STAI_post_2_6,STAI_post_2_7,STAI_post_3_1,STAI_post_3_2,STAI_post_3_3,STAI_post_3_4,STAI_post_3_5,STAI_post_3_6,moral_dilemma_dog,moral_dilemma_wallet,moral_dilemma_plane,moral_dilemma_resume,moral_dilemma_kitten,moral_dilemma_trolley,moral_dilemma_control,presentation_experience,presentation_unpleasant,presentation_fun,presentation_challenge,PBC_1,PBC_2,PBC_3,PBC_4,PBC_5,REI_1,REI_2,REI_3,REI_4,REI_5,REI_6,REI_7,REI_8,REI_9,REI_10,REI_11,REI_12,REI_13,REI_14,REI_15,REI_16,REI_17,REI_18,REI_19,REI_20,REI_21,REI_22,REI_23,REI_24,REI_25,REI_26,REI_27,REI_28,REI_29,REI_30,REI_31,REI_32,REI_33,REI_34,REI_35,REI_36,REI_37,REI_38,REI_39,REI_40,MAIA_1_1,MAIA_1_2,MAIA_1_3,MAIA_1_4,MAIA_1_5,MAIA_1_6,MAIA_1_7,MAIA_1_8,MAIA_1_9,MAIA_1_10,MAIA_1_11,MAIA_1_12,MAIA_1_13,MAIA_1_14,MAIA_1_15,MAIA_1_16,MAIA_2_1,MAIA_2_2,MAIA_2_3,MAIA_2_4,MAIA_2_5,MAIA_2_6,MAIA_2_7,MAIA_2_8,MAIA_2_9,MAIA_2_10,MAIA_2_11,MAIA_2_12,MAIA_2_13,MAIA_2_14,MAIA_2_15,MAIA_2_16,STAI_pre,STAI_post,MAIA_noticing,MAIA_not_distracting,MAIA_not_worrying,MAIA_attention_regulation,MAIA_emotional_awareness,MAIA_self_regulation,MAIA_body_listening,MAIA_trusting,PBC,REI_rational_ability,REI_rational_engagement,REI_experiental_ability,REI_experiental_engagement,moral_judgment,moral_judgment_disgust,moral_judgment_non_disgust,presentation_evaluation,logbook,exclude
11/3/2014,11/3/2014,1,stress,30,female,20,64,74,2,2,2,2,2,1,1,3,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,3,1,2,2,1,1,1,2,2,1,2,2,2,9,9,9,9,9,5,4,2,20,42,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.714285714285710,9,7.666666666666670,3,NA,0
11/3/2014,11/3/2014,1,control,33,female,17,70,NA,1,1,1,1,1,1,2,2,1,2,3,1,1,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,7,7,6,5,7,NA,NA,NA,NA,4,4,2,4,2,5,3,4,4,4,3,4,3,3,3,5,4,3,3,5,3,4,4,1,4,5,4,4,4,3,4,4,4,3,4,3,3,3,3,4,2,4,4,3,4,2,4,2,4,4,2,2,4,4,4,4,4,4,4,4,3,3,2,3,3,4,4,3,3,4,3,3,3,3,3,3,3,30,NA,12,8,12,26,16,13,9,9,16,40,38,36,30,6,5.333333333333330,6.333333333333330,NA,NA,0
11/3/2014,11/3/2014,1,control,37,male,18,50,NA,3,2,3,3,3,1,2,4,3,3,2,1,1,2,4,3,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,4,6,9,1,4,NA,NA,NA,NA,2,5,4,5,5,5,3,2,3,4,4,5,2,3,3,4,4,4,3,4,4,3,4,3,3,4,3,4,4,4,3,5,5,5,4,2,4,2,3,3,2,3,4,4,3,4,4,4,4,3,5,4,6,6,1,4,4,4,4,4,4,4,4,4,1,2,4,3,3,2,2,3,2,3,5,5,5,49,NA,16,12,13,28,15,10,8,15,21,38,39,32,32,5.142857142857140,7.333333333333330,3.3333333333333300,NA,NA,0
11/3/2014,11/3/2014,1,stress,36,female,21,32,49,4,3,3,3,4,1,2,4,3,4,4,4,4,2,4,4,2,4,4,4,3,3,2,2,3,1,1,3,1,3,3,3,3,1,3,3,2,2,4,4,7,8,5,8,8,4,5,2,98,1,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.428571428571430,6.666666666666670,6.666666666666670,3,NA,0
11/3/2014,11/3/2014,1,stress,32,female,19,74,77,2,2,2,2,2,1,2,2,1,2,2,2,1,1,3,2,1,2,2,2,3,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,9,9,9,9,9,3,3,2,90,3,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.285714285714290,9,7,3,"did not understand presentation instructions, didn't present",1
11/3/2014,11/3/2014,1,control,35,female,18,84,NA,2,1,2,2,1,1,1,2,1,2,2,1,1,1,3,2,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,9,7,5,2,7,NA,NA,NA,NA,5,2,4,1,2,5,4,5,2,4,4,5,5,5,5,5,4,2,5,5,5,5,4,4,4,5,4,5,2,4,3,1,5,5,5,5,3,4,4,5,4,5,4,5,4,3,4,1,3,4,4,1,5,3,1,2,1,1,4,4,4,4,1,2,5,5,5,3,4,4,4,3,3,3,4,4,4,33,NA,11,9,9,20,18,15,9,12,14,45,35,45,44,6.714285714285710,7.333333333333330,6,NA,NA,0
11/3/2014,11/3/2014,1,control,31,female,23,69,NA,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,7,8,4,4,NA,NA,NA,NA,3,4,4,5,4,5,4,4,4,4,4,4,5,4,4,5,4,3,5,4,4,4,4,3,4,5,3,4,4,3,4,4,4,4,4,4,3,3,4,4,3,4,4,4,3,3,3,2,3,2,2,2,5,5,4,3,2,3,3,3,3,3,5,2,3,3,4,2,3,4,4,1,1,1,3,3,4,36,NA,11,6,14,20,17,13,3,10,20,41,38,39,39,6.571428571428570,8,6,NA,NA,0
11/3/2014,11/3/2014,1,stress,34,female,18,63,65,2,1,2,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,1,2,2,3,4,8,8,8,7,8,2,73,31,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.571428571428570,6.333333333333330,6.333333333333330,4,NA,0
11/3/2014,11/3/2014,1,stress,38,female,18,67,79,2,2,2,2,3,1,4,3,1,2,2,2,2,1,3,2,2,2,3,2,2,2,1,1,2,1,4,2,1,2,2,1,1,1,1,2,1,1,2,2,8,9,8,9,9,5,7,2,68,68,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.857142857142860,8.333333333333330,7.666666666666670,4,NA,0
11/3/2014,11/3/2014,1,control,40,male,22,19,NA,3,1,3,3,2,3,3,2,2,2,2,3,3,2,3,3,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,1,1,9,7,3,NA,NA,NA,NA,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,1,5,NA,NA,NA,NA,NA,5,3,3,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,2,4,3,3,4,3,2,2,3,2,3,3,3,2,3,3,2,3,3,3,2,3,3,3,2,3,3,3,2,49,NA,11,10,9,18,14,11,8,8,20,NA,NA,NA,45,5.142857142857140,6.333333333333330,4.666666666666670,NA,NA,0
11/3/2014,11/3/2014,1,control,39,male,20,87,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,9,4,9,5,6,NA,NA,NA,NA,2,4,1,4,4,5,3,3,4,4,4,4,4,4,3,4,5,4,4,4,4,3,2,3,5,5,2,4,4,3,2,3,4,3,4,4,1,2,4,4,3,5,4,5,4,3,4,4,3,4,3,2,4,5,4,5,4,4,3,3,4,4,2,1,3,4,3,3,4,3,2,1,1,3,5,5,4,23,NA,14,9,13,27,13,12,5,14,15,38,37,35,36,6.857142857142860,8.333333333333330,5.666666666666670,NA,NA,0
11/4/2014,11/4/2014,1,stress,42,female,19,58,45,2,2,1,1,2,2,1,3,1,3,3,1,1,2,3,3,1,1,4,3,3,3,2,2,3,2,1,4,1,3,4,2,1,2,3,4,1,1,3,4,9,7,6,7,9,7,7,2,100,15,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.428571428571430,8,7,2,NA,0
11/4/2014,11/4/2014,1,control,41,female,26,84,NA,3,3,2,1,3,1,3,2,1,2,3,1,1,2,3,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,8,9,9,1,8,NA,NA,NA,NA,5,2,5,5,5,5,5,4,5,5,3,3,4,3,3,5,5,4,5,5,5,5,5,5,5,5,3,5,5,4,4,5,2,3,4,2,4,5,4,5,4,5,5,1,5,5,5,2,4,6,1,1,6,5,4,3,4,4,4,4,4,1,5,5,5,5,3,1,4,3,1,4,1,0,3,5,5,41,NA,16,8,15,24,23,9,5,13,22,49,45,37,38,7.571428571428570,8.666666666666670,6.333333333333330,NA,NA,0
11/4/2014,11/4/2014,1,stress,43,female,19,58,57,3,3,3,3,4,1,3,4,2,3,2,3,3,1,3,2,3,3,3,3,3,2,1,1,2,2,2,2,2,3,2,1,1,1,2,2,2,2,3,3,8,6,4,7,9,3,9,2,58,36,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.571428571428570,7,5.333333333333330,3,NA,0
11/4/2014,11/4/2014,1,stress,46,female,19,57,45,3,2,2,2,2,1,1,3,1,3,3,2,1,1,3,3,1,2,3,3,3,2,1,1,3,2,1,3,1,3,3,1,1,1,3,3,1,1,3,3,9,9,8,8,8,4,7,2,54,45,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.571428571428570,8.333333333333330,7,5,NA,0
11/4/2014,11/4/2014,1,control,44,female,19,62,NA,2,1,2,3,2,1,1,4,1,2,2,1,1,1,3,3,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,9,8,7,5,9,NA,NA,NA,NA,5,5,5,4,4,5,4,4,1,2,3,1,3,4,4,2,4,3,3,2,3,1,5,1,3,2,3,5,1,1,5,4,5,5,1,4,1,2,1,4,2,4,2,3,1,5,5,4,2,5,5,2,3,3,3,4,4,4,3,3,4,4,4,5,5,3,4,2,3,2,2,2,1,1,4,4,3,36,NA,16,12,9,26,21,9,4,11,23,22,20,41,31,7,8.333333333333330,5,NA,NA,0
11/4/2014,11/4/2014,1,control,45,female,21,40,NA,3,3,3,3,4,2,3,3,2,4,4,2,2,3,3,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,9,8,9,2,1,NA,NA,NA,NA,4,3,1,5,3,1,3,4,2,2,3,4,3,2,3,1,2,4,2,1,1,4,4,2,2,1,1,3,1,1,3,2,3,1,1,4,2,2,2,3,2,4,1,2,2,2,4,2,2,5,3,4,4,2,3,0,1,2,2,2,2,2,4,4,4,2,3,2,3,2,1,1,1,1,1,2,2,57,NA,10,12,9,11,17,8,3,5,16,19,21,27,24,5.714285714285710,9,4,NA,NA,0
11/4/2014,11/4/2014,1,stress,50,female,18,75,70,2,3,2,2,2,1,1,3,1,2,3,2,2,1,3,3,2,1,3,3,2,3,1,1,3,1,1,2,1,3,3,1,1,1,2,2,1,1,3,3,4,6,3,5,8,2,6,2,45,61,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.857142857142860,5,4.333333333333330,4,NA,0
11/4/2014,11/4/2014,1,control,47,female,19,51,NA,2,2,1,1,2,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,6,8,9,2,8,NA,NA,NA,NA,2,2,2,2,2,5,4,4,5,5,4,5,4,4,4,5,4,4,5,5,4,3,5,5,4,5,4,4,4,5,4,4,4,4,5,4,5,3,4,4,3,4,4,4,5,0,3,3,1,5,3,3,5,5,3,2,1,3,2,2,3,2,2,3,3,2,3,3,2,3,3,2,3,2,4,4,3,31,NA,7,11,13,15,13,11,7,11,10,46,46,40,39,7.142857142857140,7.666666666666670,6.333333333333330,NA,NA,0
11/4/2014,11/4/2014,1,stress,49,male,23,63,75,1,2,2,2,3,1,1,3,1,3,2,1,1,2,3,3,1,1,2,3,3,3,2,2,3,1,1,2,1,3,3,2,2,1,3,3,1,1,2,3,4,8,9,6,5,2,7,2,18,58,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.857142857142860,6,5.333333333333330,5,NA,0
11/4/2014,11/4/2014,1,stress,51,female,20,44,40,2,3,1,1,3,1,1,2,1,3,3,1,1,2,2,3,1,2,4,3,4,3,2,2,3,1,1,2,1,3,3,2,2,1,4,3,1,2,3,4,9,8,8,6,9,2,6,1,78,13,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.857142857142860,8.666666666666670,5.333333333333330,4,NA,0
11/4/2014,11/4/2014,1,control,48,male,20,45,NA,2,2,2,1,2,1,1,3,1,3,2,2,1,1,2,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,4,6,8,5,4,NA,NA,NA,NA,1,2,2,3,4,4,4,3,3,3,3,4,4,4,3,5,4,4,4,4,3,4,4,2,3,5,2,3,2,3,1,3,3,3,4,2,3,2,3,3,3,2,3,3,3,1,3,3,4,3,4,3,4,2,2,3,3,2,2,3,2,3,2,3,3,2,3,1,2,1,2,2,2,3,3,3,3,36,NA,11,10,8,18,13,6,7,9,12,35,33,28,32,5.142857142857140,6.333333333333330,4.333333333333330,NA,NA,0
11/4/2014,11/4/2014,1,control,52,female,19,67,NA,3,1,3,2,2,3,4,2,1,2,3,1,1,3,3,2,4,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,3,5,9,5,7,NA,NA,NA,NA,5,2,5,3,4,5,2,3,3,4,1,4,3,4,3,4,5,4,2,4,3,3,4,4,2,4,2,4,2,3,2,4,5,3,2,3,2,2,2,3,3,5,3,4,3,4,5,5,5,2,4,3,3,4,4,3,2,3,3,3,1,3,2,4,4,4,4,1,2,5,2,3,2,1,4,4,4,46,NA,19,9,11,18,18,10,6,12,19,38,32,30,28,6.428571428571430,7,5.666666666666670,NA,NA,0
11/4/2014,11/4/2014,1,stress,53,female,19,62,29,3,3,2,2,3,1,2,3,1,3,4,2,2,2,3,3,2,2,4,3,4,4,3,3,3,3,2,4,1,4,4,2,2,2,4,4,2,3,4,4,9,9,7,7,9,6,5,2,100,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.428571428571430,8.333333333333330,7.333333333333330,1,NA,0
11/4/2014,11/4/2014,1,stress,60,female,18,67,41,3,1,2,2,2,1,2,2,2,2,3,3,3,1,3,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,8,9,8,9,7,4,9,2,85,22,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.714285714285710,7.666666666666670,7.333333333333330,3,NA,0
11/4/2014,11/4/2014,1,control,55,male,17,58,NA,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,7,5,4,5,NA,NA,NA,NA,2,2,3,4,1,4,3,4,4,5,3,3,3,4,3,5,4,2,4,4,3,4,2,3,4,4,3,4,3,2,3,4,3,3,3,3,4,2,3,3,2,3,4,2,3,2,4,4,3,2,2,2,4,4,4,3,3,2,3,3,3,3,2,3,3,4,4,3,2,1,1,1,1,2,4,3,3,30,NA,13,6,12,20,16,7,4,10,12,40,31,33,28,4.857142857142860,4.333333333333330,5.333333333333330,NA,NA,0
11/4/2014,11/4/2014,1,control,56,female,18,69,NA,2,2,1,1,2,1,1,3,1,3,2,1,1,1,2,3,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,4,9,8,2,6,NA,NA,NA,NA,4,4,3,4,4,4,4,3,3,4,4,2,4,3,4,3,4,4,3,3,3,4,4,1,3,3,3,4,4,4,1,2,3,4,4,3,2,4,3,3,3,2,2,3,3,4,4,4,3,5,4,3,3,4,2,2,3,3,4,4,3,4,3,3,4,4,4,2,3,3,2,2,1,3,3,3,4,35,NA,15,12,9,23,18,10,6,10,19,28,33,31,35,5.857142857142860,6.333333333333330,5.333333333333330,NA,NA,0
11/4/2014,11/4/2014,1,stress,58,female,17,56,60,3,2,2,3,3,2,3,3,2,3,3,3,3,1,3,3,2,3,3,3,2,2,1,1,2,1,1,2,1,3,3,1,1,1,2,2,1,1,3,3,7,8,7,7,8,4,6,2,27,7,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.714285714285710,7.333333333333330,6.333333333333330,3,did not expect to actually give a presentation,0
11/4/2014,11/4/2014,1,stress,59,male,22,65,65,2,2,2,1,2,1,1,3,1,3,3,1,1,2,3,3,1,2,3,3,2,2,2,1,3,1,1,3,1,3,3,2,1,2,2,3,1,2,3,3,9,7,9,7,9,5,3,2,63,32,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,9,6.333333333333330,3,NA,0
11/4/2014,11/4/2014,1,control,62,female,18,57,NA,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,4,7,5,1,2,NA,NA,NA,NA,4,1,1,4,1,3,4,3,2,1,3,2,4,3,4,2,4,4,3,3,4,2,4,1,3,3,2,4,3,2,4,3,2,4,4,2,2,2,3,3,2,3,2,3,3,4,3,2,1,4,3,4,4,4,2,3,3,4,3,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,3,3,3,31,NA,10,11,10,19,11,6,3,9,11,22,30,31,32,4,3.3333333333333300,5.333333333333330,NA,NA,0
11/4/2014,11/4/2014,1,control,57,female,19,48,NA,3,2,2,2,3,2,2,3,1,4,3,2,2,3,4,4,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,9,8,8,2,7,NA,NA,NA,NA,4,2,5,5,5,5,4,4,5,5,5,5,4,5,4,5,4,2,5,5,4,1,1,5,4,4,4,4,2,5,2,4,5,5,5,5,5,5,5,1,3,2,4,3,4,4,4,4,4,4,3,4,5,2,3,1,2,2,3,4,2,2,4,3,4,2,3,3,4,3,3,4,2,2,1,4,3,53,NA,16,11,10,16,16,13,8,8,21,41,40,38,40,7.142857142857140,8.333333333333330,6,NA,NA,0
