##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	dad.chr22.2.fq
File type	Conventional base calls
Encoding	Illumina 1.5
Total Sequences	444112
Sequences flagged as poor quality	0
Sequence length	90
%GC	45
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1104	50-51	0.1617021235478333
1104	52-53	0.0010787176994853098
1104	54-55	0.1718821710182823
1104	56-57	0.24478010412740758
1104	58-59	0.1401117970025325
1104	60-61	0.07979606941679407
1104	62-63	-0.01724099763898579
1104	64-65	0.1300462780123368
1104	66-67	0.11250433288884665
1104	68-69	-0.040270463660775135
1104	70-71	0.05632661342156098
1104	72-73	-0.01814090690129433
1104	74-75	-0.25429689587474513
1104	76-77	-0.15643434709508597
1104	78-79	-0.10803302835306283
1104	80-81	-0.03226988313856083
1104	82-83	0.001133628932727504
1104	84-85	0.027054457697509804
1104	86-87	0.0915445730072122
1104	88-89	0.19039922426959777
1104	90	0.08405469058523707
1105	1	-0.4827067617444598
1105	2	-0.5022900389540581
1105	3	-0.5255058018307324
1105	4	-0.45878797213438816
1105	5	-0.37014798273155236
1105	6	-0.2606624570918683
1105	7	-0.3381000801332732
1105	8	-0.35481965016965944
1105	9	-0.3989052021372217
1105	10-11	-0.3073594569536553
1105	12-13	-0.2758762670131034
1105	14-15	-0.2549119154439481
1105	16-17	-0.2764920194438645
1105	18-19	-0.33042002205227305
1105	20-21	-0.17963226308002334
1105	22-23	-0.16157892766322846
1105	24-25	-0.1435414785574025
1105	26-27	-0.05397349339325075
1105	28-29	-0.054248517037834176
1105	30-31	-0.04586391904313558
1105	32-33	0.022034011267777487
1105	34-35	-0.19668809953709854
1105	36-37	-0.16911038269903855
1105	38-39	-0.23135044969914986
1105	40-41	-0.2662838861740724
1105	42-43	-0.20630767767942615
1105	44-45	-0.29618974997015357
1105	46-47	-0.11519031971690197
1105	48-49	-0.2876610380575144
1105	50-51	-0.12495379438438903
1105	52-53	-0.20323166589542296
1105	54-55	-0.26431584553600374
1105	56-57	-0.2389962728172108
1105	58-59	-0.25504241074343525
1105	60-61	-0.2898032205847585
1105	62-63	-0.2965059482115606
1105	64-65	-0.21141958836299324
1105	66-67	-0.32428623079806584
1105	68-69	-0.42463978453298523
1105	70-71	-0.3223361346744795
1105	72-73	-0.391793457367001
1105	74-75	-0.3071632103638393
1105	76-77	-0.226292082877265
1105	78-79	-0.2721467603683365
1105	80-81	-0.40808165948376285
1105	82-83	-0.3525224397815734
1105	84-85	-0.37378978970149745
1105	86-87	-0.2665331141543632
1105	88-89	-0.3323682089167477
1105	90	-0.15865817006831406
1106	1	-0.3002514653967978
1106	2	-0.40968491818873787
1106	3	-0.3856469191683445
1106	4	-0.33414204961612626
1106	5	-0.2572027471330003
1106	6	-0.29608335984693923
1106	7	-0.3208500391035045
1106	8	-0.24127243587150815
1106	9	-0.20989704504395945
1106	10-11	-0.22903488707714104
1106	12-13	-0.22202172410975152
1106	14-15	-0.20606926804059356
1106	16-17	-0.1203866023872564
1106	18-19	-0.11849157295235813
1106	20-21	-0.11140038915353045
1106	22-23	-0.17318095522270482
1106	24-25	-0.1861958350415449
1106	26-27	-0.3129812495849862
1106	28-29	-0.26163988838414554
1106	30-31	-0.20619822080422523
1106	32-33	-0.24529683647609346
1106	34-35	-0.23174505887440944
1106	36-37	-0.34061261083456174
1106	38-39	-0.3139750016603742
1106	40-41	-0.15724336881064715
1106	42-43	-0.14297713812860735
1106	44-45	-0.17550523566861642
1106	46-47	-0.21755394742471168
1106	48-49	-0.12373835442269154
1106	50-51	0.04724781899368935
1106	52-53	-0.041713765015821025
1106	54-55	-0.05045805783591106
1106	56-57	-0.08949007074530613
1106	58-59	-0.1300034168058204
1106	60-61	-0.11316444163058037
1106	62-63	-0.09444781999573593
1106	64-65	-0.031509390305110685
1106	66-67	-0.17535350583280263
1106	68-69	-0.06813904098592616
1106	70-71	-0.22886656999089894
1106	72-73	-0.21794219684490201
1106	74-75	-0.31010419891184426
1106	76-77	-0.4302231729159871
1106	78-79	-0.260824737469342
1106	80-81	-0.1881740171731181
1106	82-83	-0.1031773500109594
1106	84-85	-0.12690617266769522
1106	86-87	-0.0866952662939866
1106	88-89	-0.06244998030015125
1106	90	-0.24311935215152403
1107	1	-0.3065380390381378
1107	2	-0.3243403096268196
1107	3	-0.3149948441120358
1107	4	-0.2613377296357484
1107	5	-0.2743761125739823
1107	6	-0.27052339770485645
1107	7	-0.2530343740697987
1107	8	-0.22540989790064003
1107	9	-0.24562794871105353
1107	10-11	-0.2932472434743474
1107	12-13	-0.2858931714827264
1107	14-15	-0.10068378560151814
1107	16-17	-0.27545561446107314
1107	18-19	-0.11643761075043102
1107	20-21	-0.22025833218710744
1107	22-23	-0.24662954045025742
1107	24-25	-0.1793779479381783
1107	26-27	-0.10909917007514736
1107	28-29	-0.11813332515197317
1107	30-31	-0.0770667525542379
1107	32-33	-0.0846905464992318
1107	34-35	-0.25685996164492764
1107	36-37	-0.13588001905170444
1107	38-39	-0.06755821368055592
1107	40-41	-0.10120872165735051
1107	42-43	-0.08306604438566723
1107	44-45	-0.11253476214539404
1107	46-47	-0.1786474849983435
1107	48-49	-0.14391770425461914
1107	50-51	-0.10802920039352415
1107	52-53	-0.17682346320277986
1107	54-55	-0.12597087360948933
1107	56-57	-0.1514049584947017
1107	58-59	-0.181372128398543
1107	60-61	-0.17414344316027552
1107	62-63	-0.05041510681171246
1107	64-65	-0.11286049315460644
1107	66-67	-0.013440202342209773
1107	68-69	-0.21375149490307166
1107	70-71	-0.24113430738181307
1107	72-73	-0.2137682616575134
1107	74-75	-0.24774601207843716
1107	76-77	-0.20896500151443576
1107	78-79	-0.13942151837279937
1107	80-81	-0.18125990101643197
1107	82-83	-0.15489107796555146
1107	84-85	-0.18225108047850114
1107	86-87	-0.073937875579972
1107	88-89	0.06391079532949107
1107	90	0.07295318812532159
1108	1	-0.4160568463305694
1108	2	-0.4488352088615528
1108	3	-0.4140507239431983
1108	4	-0.318603723792819
1108	5	-0.264098657625631
1108	6	-0.3573418879043686
1108	7	-0.2907330181138832
1108	8	-0.39987608143491116
1108	9	-0.2754922771948003
1108	10-11	-0.3030360705450903
1108	12-13	-0.21550662398847464
1108	14-15	-0.21896860955718722
1108	16-17	-0.25916142034727585
1108	18-19	-0.14537213624178236
1108	20-21	-0.12504585498476928
1108	22-23	-0.10282516297355926
1108	24-25	-0.21755084845169392
1108	26-27	-0.16006479312449784
1108	28-29	-0.14069887639851686
1108	30-31	-0.19662114128401242
1108	32-33	-0.1942427063049479
1108	34-35	-0.226684614195797
1108	36-37	-0.05043711665634021
1108	38-39	-0.13288087348654187
1108	40-41	-0.14098905061617728
1108	42-43	-0.032458621905853136
1108	44-45	-0.041962470979584054
1108	46-47	0.018495967144055214
1108	48-49	-0.007249408828357673
1108	50-51	-0.045681964394937324
1108	52-53	-0.08553221116027743
1108	54-55	-0.1855343949624242
1108	56-57	-0.1915429457057769
1108	58-59	-0.23245977283797004
1108	60-61	-0.15150088285866303
1108	62-63	-0.18620647518127242
1108	64-65	-0.41411476458115715
1108	66-67	-0.36000779487103785
1108	68-69	-0.27209154845148475
1108	70-71	-0.19266117459380183
1108	72-73	-0.2078244641674729
1108	74-75	-0.22285500429564564
1108	76-77	-0.2940391281531163
1108	78-79	-0.2654739528622301
1108	80-81	-0.23224098010852856
1108	82-83	-0.2339913085046348
1108	84-85	-0.3035083454964891
1108	86-87	-0.324625127164758
1108	88-89	-0.2986651901016941
1108	90	-0.22274097529331272
1109	1	-0.5076207159463451
1109	2	-0.43574107512955607
1109	3	-0.4116101724552266
1109	4	-0.31624648327711213
1109	5	-0.3250638893502469
1109	6	-0.2930391061867823
1109	7	-0.3846914392942935
1109	8	-0.38874205554717634
1109	9	-0.3296116981068806
1109	10-11	-0.2166878255699416
1109	12-13	-0.32085130396956885
1109	14-15	-0.17208063214825842
1109	16-17	-0.24323343578280543
1109	18-19	-0.2720779028432858
1109	20-21	-0.12550764310400808
1109	22-23	-0.1885158646001699
1109	24-25	-0.2258980456508155
1109	26-27	-0.17443286917770706
1109	28-29	-0.15386584334246578
1109	30-31	-0.2963919083327369
1109	32-33	-0.160808428695411
1109	34-35	-0.22408050742486552
1109	36-37	-0.17895195802049102
1109	38-39	-0.19435159325756501
1109	40-41	-0.3202428296376567
1109	42-43	-0.16447686854211696
1109	44-45	-0.1696937803162868
1109	46-47	-0.13341724633392005
1109	48-49	-0.25538117305320185
1109	50-51	-0.2733759626827208
1109	52-53	-0.4525868105137292
1109	54-55	-0.37848592893209343
1109	56-57	-0.40101841880220945
1109	58-59	-0.47614998890983884
1109	60-61	-0.40927244212828384
1109	62-63	-0.46372989042002644
1109	64-65	-0.4369309821096792
1109	66-67	-0.3794205291831432
1109	68-69	-0.38325496317912666
1109	70-71	-0.46987357923978834
1109	72-73	-0.5743720421437288
1109	74-75	-0.5357605383419752
1109	76-77	-0.524103144713095
1109	78-79	-0.4877195157862957
1109	80-81	-0.46993255062258044
1109	82-83	-0.5199572430058552
1109	84-85	-0.6191603305209554
1109	86-87	-0.6484612652156372
1109	88-89	-0.4829659273782454
1109	90	-0.5498075857378524
1110	1	-0.5204748023819405
1110	2	-0.47029534698806685
1110	3	-0.5542788359839719
1110	4	-0.36866126005645583
1110	5	-0.38626058026452625
1110	6	-0.3887672476787216
1110	7	-0.3587279533436387
1110	8	-0.30228648572831673
1110	9	-0.25591465061008734
1110	10-11	-0.3289863564499953
1110	12-13	-0.29075502669100217
1110	14-15	-0.4399989034362406
1110	16-17	-0.5217300839071797
1110	18-19	-0.5149291366187825
1110	20-21	-0.478486533419229
1110	22-23	-0.32751315457306873
1110	24-25	-0.3289311365080394
1110	26-27	-0.3169646050213757
1110	28-29	-0.34173704573869657
1110	30-31	-0.43153168867790725
1110	32-33	-0.3275250169139241
1110	34-35	-0.4870137551783955
1110	36-37	-0.3522047037058442
1110	38-39	-0.31569519616728314
1110	40-41	-0.2653177119654231
1110	42-43	-0.48055089507185045
1110	44-45	-0.466280572499997
1110	46-47	-0.4437859526525614
1110	48-49	-0.4057998009236883
1110	50-51	-0.44586419545978373
1110	52-53	-0.390461578735092
1110	54-55	-0.30992153013021095
1110	56-57	-0.5251077070635191
1110	58-59	-0.3473966013759622
1110	60-61	-0.4224895295623199
1110	62-63	-0.1920304181621475
1110	64-65	-0.4064973777736398
1110	66-67	-0.25964303667137756
1110	68-69	-0.3473991651474577
1110	70-71	-0.22024157239340525
1110	72-73	-0.13516864747819568
1110	74-75	-0.22137243393461858
1110	76-77	-0.012009292195614307
1110	78-79	-0.12373292328878449
1110	80-81	-0.22052376442945132
1110	82-83	-0.1626465883203636
1110	84-85	-0.12549109646019474
1110	86-87	-0.12951033096945253
1110	88-89	-0.0864197856010378
1110	90	0.04394651496104629
1111	1	-0.41664711285009304
1111	2	-0.4970018227714448
1111	3	-0.5273602477756327
1111	4	-0.3978432757867836
1111	5	-0.40678536609362226
1111	6	-0.35193038987817715
1111	7	-0.41052007958722925
1111	8	-0.3977281270667916
1111	9	-0.3060778966282811
1111	10-11	-0.33790268570574966
1111	12-13	-0.3564333568560727
1111	14-15	-0.30326559587859236
1111	16-17	-0.34872510418763625
1111	18-19	-0.34681706249936184
1111	20-21	-0.2788829241070445
1111	22-23	-0.29314378181724976
1111	24-25	-0.34687790613425307
1111	26-27	-0.3710622232762901
1111	28-29	-0.3717992832831385
1111	30-31	-0.3714819451817917
1111	32-33	-0.38694692553195154
1111	34-35	-0.4082435239490039
1111	36-37	-0.22251496063932308
1111	38-39	-0.18368877372525105
1111	40-41	-0.2766214247383516
1111	42-43	-0.33223463813121157
1111	44-45	-0.312398825624399
1111	46-47	-0.31740945936319065
1111	48-49	-0.1469693906248679
1111	50-51	-0.19628170789118116
1111	52-53	-0.2547597461553366
1111	54-55	-0.3520607510600655
1111	56-57	-0.3454762277896677
1111	58-59	-0.35611916548403144
1111	60-61	-0.39088522573856466
1111	62-63	-0.3557762877872861
1111	64-65	-0.30149725247515846
1111	66-67	-0.5092939909087875
1111	68-69	-0.3819318734203776
1111	70-71	-0.5218439609404086
1111	72-73	-0.6721455710783459
1111	74-75	-0.6037238746881286
1111	76-77	-0.6442018723776926
1111	78-79	-0.46524645731448544
1111	80-81	-0.5809184367381377
1111	82-83	-0.7091488812825233
1111	84-85	-0.5624171846774786
1111	86-87	-0.40623873398664045
1111	88-89	-0.4257562585562553
1111	90	-0.5666320776148375
1112	1	-0.7594468067577012
1112	2	-0.6550111707729585
1112	3	-0.693409110735864
1112	4	-0.5386653858715604
1112	5	-0.5511369684472314
1112	6	-0.617089598811269
1112	7	-0.6308498549164199
1112	8	-0.5597981227524613
1112	9	-0.4951729797063251
1112	10-11	-0.5023568306790551
1112	12-13	-0.46490401312717466
1112	14-15	-0.5452450656578165
1112	16-17	-0.5878526908060238
1112	18-19	-0.5657849436607378
1112	20-21	-0.5545515415424589
1112	22-23	-0.534344460093962
1112	24-25	-0.5187911755064079
1112	26-27	-0.6260330952640842
1112	28-29	-0.5267625196510437
1112	30-31	-0.5910815382825376
1112	32-33	-0.5732066067051846
1112	34-35	-0.5519035394205147
