	##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	dad.chr22.1.fq
File type	Conventional base calls
Encoding	Illumina 1.5
Total Sequences	444112
Sequences flagged as poor quality	0
Sequence length	89-90
%GC	45
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1104	48-49	-0.10656228067302465
1104	50-51	-0.0919568312073551
1104	52-53	-0.14686907605844368
1104	54-55	-0.04225637239319724
1104	56-57	-0.27292475335921296
1104	58-59	-0.20449843735556783
1104	60-61	-0.1572736724710424
1104	62-63	-0.050013634840411214
1104	64-65	-0.13635888487721104
1104	66-67	-0.16026637337740368
1104	68-69	-0.16526043258220824
1104	70-71	-0.39140730621612363
1104	72-73	-0.19925282620390306
1104	74-75	-0.4690101593071958
1104	76-77	-0.5271454740506059
1104	78-79	-0.7260635621394087
1104	80-81	-0.5878710252512747
1104	82-83	-0.5919894260184932
1104	84-85	-0.7010385846968994
1104	86-87	-0.8178931237155496
1104	88-89	-0.8680153725756483
1104	90	-0.7492947071066602
1105	1	-0.4845311610744787
1105	2	-0.47259779116524214
1105	3	-0.5130828953876758
1105	4	-0.3690540083825553
1105	5	-0.3684651996820989
1105	6	-0.3698035016784331
1105	7	-0.4339726074780259
1105	8	-0.3515835206985898
1105	9	-0.33458830581603394
1105	10-11	-0.34934738242411356
1105	12-13	-0.28436965354582355
1105	14-15	-0.29244104311209185
1105	16-17	-0.3386518263926561
1105	18-19	-0.3585267340664515
1105	20-21	-0.36014723885029554
1105	22-23	-0.4336689546896153
1105	24-25	-0.38934328379603755
1105	26-27	-0.41813391587917437
1105	28-29	-0.4982232064267933
1105	30-31	-0.45684081721439895
1105	32-33	-0.24898753580399813
1105	34-35	-0.42747539584451744
1105	36-37	-0.4183865409220999
1105	38-39	-0.4006884748702717
1105	40-41	-0.471647101101631
1105	42-43	-0.5370364685250735
1105	44-45	-0.6355296639399839
1105	46-47	-0.41922924966127795
1105	48-49	-0.43542064868182706
1105	50-51	-0.4360580774080418
1105	52-53	-0.553084604496739
1105	54-55	-0.5081796216677219
1105	56-57	-0.6140837649694291
1105	58-59	-0.8782430442508087
1105	60-61	-0.852411479358878
1105	62-63	-0.8611074927190359
1105	64-65	-1.0043015559421349
1105	66-67	-0.8141123746101115
1105	68-69	-1.080367474634535
1105	70-71	-0.9189442147601881
1105	72-73	-0.859411835168828
1105	74-75	-1.0804414251624692
1105	76-77	-1.119431383332703
1105	78-79	-0.9652151880728681
1105	80-81	-0.9515521185007358
1105	82-83	-0.9924071188410011
1105	84-85	-1.038255438430344
1105	86-87	-1.297331209153441
1105	88-89	-1.304571165914254
1105	90	-1.1911073722725618
1106	1	-0.4132947181233888
1106	2	-0.3765530605773293
1106	3	-0.3998532702681885
1106	4	-0.38764832234608093
1106	5	-0.3613329109478087
1106	6	-0.2917423366335399
1106	7	-0.2693210973947231
1106	8	-0.34834310882238384
1106	9	-0.2491229906886403
1106	10-11	-0.2890586832117563
1106	12-13	-0.3066842084010517
1106	14-15	-0.13917263076983488
1106	16-17	-0.1504567477094696
1106	18-19	-0.12706874290883974
1106	20-21	-0.19856262545091852
1106	22-23	-0.13630713730277222
1106	24-25	-0.1930333944323337
1106	26-27	-0.2652253752985416
1106	28-29	-0.27941428486442277
1106	30-31	-0.2613452590780412
1106	32-33	-0.20678920480716556
1106	34-35	-0.10016372873309365
1106	36-37	-0.03737098218439172
1106	38-39	-0.11625855057801715
1106	40-41	-0.07731378154929303
1106	42-43	-0.20737420300548592
1106	44-45	-0.150239304744737
1106	46-47	-0.3057415441835829
1106	48-49	-0.0832615433938102
1106	50-51	-0.2582212919367137
1106	52-53	-0.209049392814471
1106	54-55	-0.0880996543411996
1106	56-57	-0.24867799624701803
1106	58-59	-0.38933517518023564
1106	60-61	-0.2037794305390932
1106	62-63	-0.175870002412708
1106	64-65	-0.39224676022024596
1106	66-67	-0.5029091187885868
1106	68-69	-0.4658164404965177
1106	70-71	-0.5075346825746792
1106	72-73	-0.4306310518824148
1106	74-75	-0.5036070814320013
1106	76-77	-0.442459981392588
1106	78-79	-0.5539318772276047
1106	80-81	-0.5568739609940465
1106	82-83	-0.5376244262610683
1106	84-85	-0.5747321529421043
1106	86-87	-0.5476989110230193
1106	88-89	-0.7669099126710215
1106	90	-0.9074426061296954
1107	1	-0.4124456727566752
1107	2	-0.3226712451106266
1107	3	-0.33522372571912484
1107	4	-0.25828948361952087
1107	5	-0.23461802413722666
1107	6	-0.28728352824260384
1107	7	-0.2756340753494726
1107	8	-0.30301335708747246
1107	9	-0.25466437592933033
1107	10-11	-0.25359563663513285
1107	12-13	-0.21951887573897721
1107	14-15	-0.13084236327067345
1107	16-17	-0.09600225202305523
1107	18-19	-0.09543080120134562
1107	20-21	-0.10418539465316456
1107	22-23	-0.09846740913810947
1107	24-25	-0.0981386390917649
1107	26-27	-0.1076702504266791
1107	28-29	-0.27167312693553214
1107	30-31	-0.24204840007649153
1107	32-33	-0.16743856315300576
1107	34-35	-0.28058762944819193
1107	36-37	-0.06800115926344574
1107	38-39	-0.1479616229252514
1107	40-41	-0.23217214587835855
1107	42-43	-0.21272723747719624
1107	44-45	-0.15726901311790442
1107	46-47	-0.2360673088671703
1107	48-49	-0.08223294869591058
1107	50-51	-0.01546883589549708
1107	52-53	-0.04476820917364677
1107	54-55	-0.07743260510537198
1107	56-57	-0.0029016595579918203
1107	58-59	-0.06418717900358217
1107	60-61	0.02829629468471495
1107	62-63	-0.044777573820240946
1107	64-65	-0.045370361158362016
1107	66-67	-0.22598273342760677
1107	68-69	0.0013726795181199236
1107	70-71	-0.11990615957915907
1107	72-73	-0.19868353426926433
1107	74-75	0.019621966598620588
1107	76-77	0.12036556178814095
1107	78-79	0.037395948752717345
1107	80-81	-0.027571920879438494
1107	82-83	0.08700363964645419
1107	84-85	0.18985931071939888
1107	86-87	0.00525376599296834
1107	88-89	-0.012360302780081156
1107	90	0.075087713356627
1108	1	-0.5336015244415719
1108	2	-0.5393866570629697
1108	3	-0.490295016038381
1108	4	-0.3599539096119173
1108	5	-0.33768650959146385
1108	6	-0.33822989902818534
1108	7	-0.3279394932618871
1108	8	-0.35602704137963315
1108	9	-0.302251633425378
1108	10-11	-0.3317527774082336
1108	12-13	-0.31840094287894516
1108	14-15	-0.1911548248000372
1108	16-17	-0.2544136745267309
1108	18-19	-0.24995082599609475
1108	20-21	-0.18880044970649834
1108	22-23	-0.21000499253973004
1108	24-25	-0.16786518644501314
1108	26-27	-0.13102487332906065
1108	28-29	-0.21987586032313544
1108	30-31	-0.2729274042084029
1108	32-33	-0.3245213082980527
1108	34-35	-0.2572292103247804
1108	36-37	-0.18306868590071446
1108	38-39	-0.22398311821332584
1108	40-41	-0.25883951394204985
1108	42-43	-0.2370455582025599
1108	44-45	-0.29471336458505704
1108	46-47	-0.2699987458615567
1108	48-49	-0.2200436354919546
1108	50-51	-0.2879675465361373
1108	52-53	-0.34592188074304175
1108	54-55	-0.3114723428624231
1108	56-57	-0.3335771862429837
1108	58-59	-0.323666478481492
1108	60-61	-0.32436287679547604
1108	62-63	-0.21993466958100782
1108	64-65	-0.20298945810246494
1108	66-67	-0.31474488879175055
1108	68-69	-0.3409445012562955
1108	70-71	-0.28032605416352396
1108	72-73	-0.37973073810844227
1108	74-75	-0.42366330476881586
1108	76-77	-0.3891247196148768
1108	78-79	-0.45107031829841304
1108	80-81	-0.48208532940325455
1108	82-83	-0.435814902615526
1108	84-85	-0.24971867965880534
1108	86-87	-0.2268094964034617
1108	88-89	-0.26785031627836275
1108	90	-0.4867031051032029
1109	1	-0.576994274342546
1109	2	-0.477504493533246
1109	3	-0.47442504248834183
1109	4	-0.36972787109976224
1109	5	-0.35663132246122586
1109	6	-0.33401681716109977
1109	7	-0.4126365965444876
1109	8	-0.3790975362621438
1109	9	-0.2943289132965816
1109	10-11	-0.263219024964485
1109	12-13	-0.3094074467569925
1109	14-15	-0.2969321596155936
1109	16-17	-0.2147369517657154
1109	18-19	-0.19799902369354072
1109	20-21	-0.32866423882240525
1109	22-23	-0.34018835334524056
1109	24-25	-0.2996411668183754
1109	26-27	-0.31951594806615446
1109	28-29	-0.34459366357123855
1109	30-31	-0.34650555935592564
1109	32-33	-0.19062728701030807
1109	34-35	-0.2755857352861284
1109	36-37	-0.25583724239756833
1109	38-39	-0.3159839871007719
1109	40-41	-0.2673855330320194
1109	42-43	-0.2079764177622394
1109	44-45	-0.25079672666834796
1109	46-47	-0.27724168934553717
1109	48-49	-0.3604213459735419
1109	50-51	-0.368931756040233
1109	52-53	-0.3973924727364988
1109	54-55	-0.47952846276889005
1109	56-57	-0.36506387820961095
1109	58-59	-0.3389880307233497
1109	60-61	-0.32051038321629477
1109	62-63	-0.31657258629558527
1109	64-65	-0.2801236628787862
1109	66-67	-0.4002605351545583
1109	68-69	-0.19867696059108653
1109	70-71	-0.2244215806709846
1109	72-73	-0.1614526685718971
1109	74-75	-0.08841816351071685
1109	76-77	-0.09941158024788166
1109	78-79	-0.048603189076963815
1109	80-81	-0.13404786502125177
1109	82-83	-0.1004828726133482
1109	84-85	-0.17517759278283762
1109	86-87	-0.23392926231496247
1109	88-89	-0.08072518370913784
1109	90	0.04519809728368429
1110	1	-0.530786885952871
1110	2	-0.5763791191216043
1110	3	-0.48868834301607933
1110	4	-0.3960907294651861
1110	5	-0.42610928566190864
1110	6	-0.42936270219890105
1110	7	-0.28316433866401525
1110	8	-0.33794506157950366
1110	9	-0.2800000015864086
1110	10-11	-0.2778774189168445
1110	12-13	-0.34630874471734074
1110	14-15	-0.28612913579587484
1110	16-17	-0.25897315202244897
1110	18-19	-0.20577965413142607
1110	20-21	-0.22910568797373543
1110	22-23	-0.21136864146391332
1110	24-25	-0.2455233519560167
1110	26-27	-0.23899961658705138
1110	28-29	-0.20962147700726774
1110	30-31	-0.26564334283902724
1110	32-33	-0.29060303939940724
1110	34-35	-0.2265235472958267
1110	36-37	-0.36101981264432226
1110	38-39	-0.25688685402416667
1110	40-41	-0.258746251902366
1110	42-43	-0.15692877833847518
1110	44-45	-0.2565141706848877
1110	46-47	-0.3885895712454115
1110	48-49	-0.3834066547739994
1110	50-51	-0.31209749559236855
1110	52-53	-0.39897712542512664
1110	54-55	-0.3940035733094618
1110	56-57	-0.3168995649875228
1110	58-59	-0.3637412756242213
1110	60-61	-0.49432652927248455
1110	62-63	-0.40151339359839255
1110	64-65	-0.42167265731609405
1110	66-67	-0.5299973772598179
1110	68-69	-0.5211701855233386
1110	70-71	-0.48021818600545885
1110	72-73	-0.4276999942030386
1110	74-75	-0.5008586142310136
1110	76-77	-0.43876973172413614
1110	78-79	-0.4886053285720422
1110	80-81	-0.5090136330999826
1110	82-83	-0.40420844671120193
1110	84-85	-0.42375625488524804
1110	86-87	-0.37214777607904637
1110	88-89	-0.4361808961609981
1110	90	-0.3406769562036942
1111	1	-0.5482302241907462
1111	2	-0.5115989105533387
1111	3	-0.5061639008628092
1111	4	-0.40884163966914144
1111	5	-0.36660235307606825
1111	6	-0.35393570288267284
1111	7	-0.3767882570696486
1111	8	-0.42143501801142946
1111	9	-0.33935568100846325
1111	10-11	-0.3638106956868654
1111	12-13	-0.382075643007191
1111	14-15	-0.35228315268611254
1111	16-17	-0.3059386018618824
1111	18-19	-0.3215464987219292
1111	20-21	-0.3031324767885266
1111	22-23	-0.2564953361258375
1111	24-25	-0.27174295365005463
1111	26-27	-0.24751543820498512
1111	28-29	-0.21323812810112486
1111	30-31	-0.3124329273134663
1111	32-33	-0.2948792974856431
1111	34-35	-0.2657558435157483
1111	36-37	-0.2428888542541543
1111	38-39	-0.2215097235025354
1111	40-41	-0.2737847543349474
1111	42-43	-0.32367017659790065
1111	44-45	-0.1956132925215499
1111	46-47	-0.22404671379570118
1111	48-49	-0.17963731853374298
1111	50-51	-0.23455876941250153
1111	52-53	-0.27182154409388914
1111	54-55	-0.19441965375824566
1111	56-57	-0.12208906998693436
1111	58-59	-0.29048238748711697
1111	60-61	-0.32483840935826436
1111	62-63	-0.3153832192187167
1111	64-65	-0.24156772878993138
1111	66-67	-0.09907487615898702
1111	68-69	-0.08330928115471181
1111	70-71	-0.07856675205386665
1111	72-73	-0.1365260190551041
1111	74-75	-0.21670224888929113
1111	76-77	-0.3246290823916169
1111	78-79	-0.23703328015670877
1111	80-81	-0.32153981153217615
1111	82-83	-0.23312858862067287
1111	84-85	-0.33304776358633603
1111	86-87	-0.27129861038791603
1111	88-89	-0.12186518695370907
1111	90	0.10650704998247207
1112	1	-0.6700425615165742
1112	2	-0.5269682033447296
1112	3	-0.5066091033986666
1112	4	-0.39390670099192704
1112	5	-0.4463073761456542
1112	6	-0.3956820984945679
1112	7	-0.4553704684953743
1112	8	-0.45102492263711724
1112	9	-0.404189604189952
1112	10-11	-0.4500441737492693
1112	12-13	-0.3898414439419966
1112	14-15	-0.33739452842453943
1112	16-17	-0.39763905858043813
1112	18-19	-0.4613486485453109
1112	20-21	-0.4086148101338196
1112	22-23	-0.3291236416607859
1112	24-25	-0.32200243955169583
1112	26-27	-0.351212371689968
1112	28-29	-0.3990002422415486
